Estacion AMB NORMAL;;;Sensor IOT (PROM);;;
Fecha;Hora;Valor;Fecha;Hora;Valor;
18/06/2019;21:00:00;9,7;18/06/2019;21:02:49;15,33333396911620;
18/06/2019;22:00:00;11,9;18/06/2019;22:02:49;11,16666698455810;
18/06/2019;23:00:00;10,6;18/06/2019;23:02:49;9,16666698455810;
19/06/2019;0:00:00;7,2;19/06/2019;0:02:49;11,08333301544180;
19/06/2019;1:00:00;7,3;19/06/2019;1:02:49;10,83333301544180;
19/06/2019;2:00:00;7,6;19/06/2019;2:02:49;14,58333301544180;
19/06/2019;3:00:00;7,4;19/06/2019;3:02:49;12,16666698455810;
19/06/2019;4:00:00;7,7;19/06/2019;4:03:00;6,75000047683715;
19/06/2019;5:00:00;11,8;19/06/2019;5:02:50;5,83333253860473;
19/06/2019;6:00:00;11,8;19/06/2019;6:02:50;7,08333301544189;
19/06/2019;7:00:00;8,8;19/06/2019;7:02:50;7,83333301544189;
19/06/2019;8:00:00;12,6;19/06/2019;8:02:50;5,66666698455810;
19/06/2019;9:00:00;19,7;19/06/2019;9:02:50;12,16666698455810;
19/06/2019;10:00:00;20,9;19/06/2019;10:02:50;9,83333396911621;
19/06/2019;11:00:00;18,6;19/06/2019;11:03:00;8,33333301544189;
19/06/2019;12:00:00;13,8;19/06/2019;12:02:51;11,33333301544180;
19/06/2019;13:00:00;11,7;19/06/2019;13:02:50;26,83333396911620;
19/06/2019;14:00:00;12,3;19/06/2019;14:02:50;35,58333587646480;
19/06/2019;15:00:00;12,7;19/06/2019;15:02:50;39,08333206176750;
19/06/2019;16:00:00;12,8;19/06/2019;16:02:50;25,16666793823240;
19/06/2019;17:00:00;12,9;19/06/2019;17:03:00;14,66666507720940;
19/06/2019;18:00:00;13;19/06/2019;18:03:01;11,25000095367430;
19/06/2019;19:00:00;13,9;19/06/2019;19:02:51;16,00000000000000;
19/06/2019;20:00:00;12,9;19/06/2019;20:02:50;15,16666698455810;
19/06/2019;21:00:00;14,1;19/06/2019;21:02:50;16,25000000000000;
19/06/2019;22:00:00;17,3;19/06/2019;22:02:50;16,58333396911620;
19/06/2019;23:00:00;11,9;19/06/2019;23:02:50;18,08333587646480;
20/06/2019;0:00:00;11,7;20/06/2019;0:02:50;15,83333396911620;
20/06/2019;1:00:00;12,7;20/06/2019;1:02:50;20,16666603088370;
20/06/2019;2:00:00;13,9;20/06/2019;2:02:50;23,58333206176750;
20/06/2019;3:00:00;13;20/06/2019;3:02:50;12,33333206176750;
20/06/2019;4:00:00;12,3;20/06/2019;4:03:01;15,16666603088370;
20/06/2019;5:00:00;15,8;20/06/2019;5:02:49;15,33333396911620;
20/06/2019;6:00:00;13,7;20/06/2019;6:02:49;16,33333206176750;
20/06/2019;7:00:00;18,5;20/06/2019;7:03:00;14,50000095367430;
20/06/2019;8:00:00;18,5;20/06/2019;8:02:50;12,00000000000000;
20/06/2019;9:00:00;24,9;20/06/2019;9:02:49;22,00000000000000;
20/06/2019;10:00:00;17,3;20/06/2019;10:03:00;20,25000000000000;
20/06/2019;11:00:00;8,6;20/06/2019;11:02:50;28,08333396911620;
20/06/2019;12:00:00;10;20/06/2019;12:02:49;30,33333396911620;
20/06/2019;13:00:00;10,3;20/06/2019;13:02:49;43,66666793823240;
20/06/2019;14:00:00;16,3;20/06/2019;14:02:49;26,91666793823240;
20/06/2019;15:00:00;12,3;20/06/2019;15:02:49;5,91666650772094;
20/06/2019;16:00:00;13,6;20/06/2019;16:02:49;8,83333301544189;
20/06/2019;17:00:00;13;20/06/2019;17:02:49;12,41666698455810;
20/06/2019;18:00:00;11,9;20/06/2019;18:02:49;14,83333301544180;
20/06/2019;19:00:00;12,1;20/06/2019;19:02:49;16,74999809265130;
20/06/2019;20:00:00;12,9;20/06/2019;20:02:49;13,00000000000000;
20/06/2019;21:00:00;13,9;20/06/2019;21:02:49;18,16666603088370;
20/06/2019;22:00:00;15,3;20/06/2019;22:02:49;18,24999809265130;
20/06/2019;23:00:00;14,2;20/06/2019;23:02:49;15,41666698455810;
21/06/2019;0:00:00;13,2;21/06/2019;0:02:49;15,41666603088370;
21/06/2019;1:00:00;16,3;21/06/2019;1:02:49;20,41666793823240;
21/06/2019;2:00:00;14,2;21/06/2019;2:02:49;20,83333396911620;
21/06/2019;3:00:00;13,5;21/06/2019;3:02:49;26,50000190734860;
21/06/2019;4:00:00;14,2;21/06/2019;4:03:00;20,41666793823240;
21/06/2019;5:00:00;15,4;21/06/2019;5:02:49;15,83333396911620;
21/06/2019;6:00:00;18,7;21/06/2019;6:02:49;24,00000000000000;
21/06/2019;7:00:00;20,9;21/06/2019;7:03:00;23,25000000000000;
21/06/2019;8:00:00;18,3;21/06/2019;8:02:50;25,83333206176750;
21/06/2019;9:00:00;18,7;21/06/2019;9:02:49;19,91666793823240;
21/06/2019;10:00:00;14,9;21/06/2019;10:02:49;21,66666603088370;
21/06/2019;11:00:00;10,9;21/06/2019;11:02:49;27,25000190734860;
21/06/2019;12:00:00;12,9;21/06/2019;12:02:49;30,25000000000000;
21/06/2019;13:00:00;14,1;21/06/2019;13:02:49;29,25000190734860;
21/06/2019;14:00:00;13,3;21/06/2019;14:02:49;30,41666793823240;
21/06/2019;15:00:00;18,3;21/06/2019;15:02:49;15,08333301544180;
21/06/2019;16:00:00;11,9;21/06/2019;16:02:49;13,00000095367430;
21/06/2019;17:00:00;11,1;21/06/2019;17:02:49;17,83333206176750;
21/06/2019;18:00:00;13,5;21/06/2019;18:02:49;23,49999809265130;
21/06/2019;19:00:00;16,5;21/06/2019;19:02:49;16,75000000000000;
21/06/2019;20:00:00;16,5;21/06/2019;20:02:49;21,66666603088370;
21/06/2019;21:00:00;17,5;21/06/2019;21:02:49;14,16666793823240;
21/06/2019;22:00:00;15,1;21/06/2019;22:03:00;15,83333206176750;
21/06/2019;23:00:00;15,1;21/06/2019;23:02:50;25,16666793823240;
22/06/2019;0:00:00;14,4;22/06/2019;0:02:49;23,74999809265130;
22/06/2019;1:00:00;14,4;22/06/2019;1:02:49;21,83333206176750;
22/06/2019;2:00:00;13,2;22/06/2019;2:02:49;26,91666603088370;
22/06/2019;3:00:00;14;22/06/2019;3:02:49;21,58333206176750;
22/06/2019;4:00:00;12,3;22/06/2019;4:03:01;24,74999809265130;
22/06/2019;5:00:00;19,1;22/06/2019;5:02:49;21,83333396911620;
22/06/2019;6:00:00;13,7;22/06/2019;6:02:49;23,49999809265130;
22/06/2019;7:00:00;17,8;22/06/2019;7:02:49;22,08333396911620;
22/06/2019;8:00:00;16,6;22/06/2019;8:02:49;24,66666793823240;
22/06/2019;9:00:00;13,1;22/06/2019;9:02:49;18,50000190734860;
22/06/2019;10:00:00;12,9;22/06/2019;10:02:49;30,50000000000000;
22/06/2019;11:00:00;11,6;22/06/2019;11:02:49;15,50000095367430;
22/06/2019;12:00:00;10,8;22/06/2019;12:02:49;34,41666412353510;
22/06/2019;13:00:00;9,9;22/06/2019;13:02:49;19,25000000000000;
22/06/2019;14:00:00;11,6;22/06/2019;14:02:49;17,33333206176750;
22/06/2019;15:00:00;10,3;22/06/2019;15:02:49;12,91666507720940;
22/06/2019;16:00:00;11,1;22/06/2019;16:02:49;11,66666698455810;
22/06/2019;17:00:00;12,7;22/06/2019;17:02:49;11,24999904632560;
22/06/2019;18:00:00;12,4;22/06/2019;18:02:49;9,66666698455810;
22/06/2019;19:00:00;11,6;22/06/2019;19:02:49;11,91666603088370;
22/06/2019;20:00:00;14,1;22/06/2019;20:02:49;2,58333325386047;
22/06/2019;21:00:00;18,5;22/06/2019;21:02:49;9,66666603088378;
22/06/2019;22:00:00;15,5;22/06/2019;22:02:49;22,50000190734860;
22/06/2019;23:00:00;14,9;22/06/2019;23:02:49;14,58333396911620;
23/06/2019;0:00:00;16,3;23/06/2019;0:02:49;15,75000000000000;
23/06/2019;1:00:00;16,1;23/06/2019;1:02:49;18,08333396911620;
23/06/2019;2:00:00;17;23/06/2019;2:02:49;25,50000000000000;
23/06/2019;3:00:00;14,7;23/06/2019;3:02:49;19,16666793823240;
23/06/2019;4:00:00;16,4;23/06/2019;4:03:01;14,16666603088370;
23/06/2019;5:00:00;17;23/06/2019;5:02:49;18,50000000000000;
23/06/2019;6:00:00;16,8;23/06/2019;6:02:49;17,50000000000000;
23/06/2019;7:00:00;18;23/06/2019;7:02:49;22,41666603088370;
23/06/2019;8:00:00;14,4;23/06/2019;8:02:49;12,58333301544180;
23/06/2019;9:00:00;10,9;23/06/2019;9:02:49;17,50000000000000;
23/06/2019;10:00:00;9,8;23/06/2019;10:03:00;21,33333206176750;
23/06/2019;11:00:00;10,7;23/06/2019;11:02:50;16,16666603088370;
23/06/2019;12:00:00;19,3;23/06/2019;12:02:49;21,66666793823240;
23/06/2019;13:00:00;18,7;23/06/2019;13:02:49;23,16666793823240;
23/06/2019;14:00:00;15,8;23/06/2019;14:03:00;8,83333301544189;
23/06/2019;15:00:00;14,1;23/06/2019;15:02:50;7,50000000000000;
23/06/2019;16:00:00;10,8;23/06/2019;16:02:49;12,91666698455810;
23/06/2019;17:00:00;10,5;23/06/2019;17:02:49;22,58333396911620;
23/06/2019;18:00:00;10,3;23/06/2019;18:02:49;23,83333206176750;
23/06/2019;19:00:00;12,6;23/06/2019;19:02:49;14,33333396911620;
23/06/2019;20:00:00;13,7;23/06/2019;20:02:49;19,75000190734860;
23/06/2019;21:00:00;12,9;23/06/2019;21:02:50;13,83333396911620;
23/06/2019;22:00:00;12,9;23/06/2019;22:02:49;11,50000000000000;
23/06/2019;23:00:00;13,4;23/06/2019;23:02:49;9,91666698455810;
24/06/2019;0:00:00;12,3;24/06/2019;0:02:49;12,50000190734860;
24/06/2019;1:00:00;14,2;24/06/2019;1:02:49;18,25000190734860;
24/06/2019;2:00:00;13,9;24/06/2019;2:02:49;19,25000000000000;
24/06/2019;3:00:00;14,5;24/06/2019;3:02:49;18,08333396911620;
24/06/2019;4:00:00;11,7;24/06/2019;4:03:00;15,41666793823240;
24/06/2019;5:00:00;13,5;24/06/2019;5:02:50;11,50000095367430;
24/06/2019;6:00:00;14,5;24/06/2019;6:02:50;20,00000000000000;
24/06/2019;7:00:00;14,6;24/06/2019;7:02:50;16,75000000000000;
24/06/2019;8:00:00;22,1;24/06/2019;8:02:50;21,25000190734860;
24/06/2019;9:00:00;24,6;24/06/2019;9:02:50;14,33333301544180;
24/06/2019;10:00:00;15,7;24/06/2019;10:02:50;14,00000095367430;
24/06/2019;11:00:00;14,3;24/06/2019;11:02:50;19,16666793823240;
24/06/2019;12:00:00;13,7;24/06/2019;12:02:50;13,66666603088370;
24/06/2019;13:00:00;12,7;24/06/2019;13:02:50;30,24999809265130;
24/06/2019;14:00:00;11,3;24/06/2019;14:02:50;29,91666412353510;
24/06/2019;15:00:00;10,4;24/06/2019;15:02:50;14,25000000000000;
24/06/2019;16:00:00;11,1;24/06/2019;16:02:50;19,41666603088370;
24/06/2019;17:00:00;12,9;24/06/2019;17:02:50;16,49999809265130;
24/06/2019;18:00:00;12,1;24/06/2019;18:02:50;13,50000000000000;
24/06/2019;19:00:00;12,2;24/06/2019;19:02:50;10,25000095367430;
24/06/2019;20:00:00;11,4;24/06/2019;20:02:50;8,41666698455810;
24/06/2019;21:00:00;10,7;24/06/2019;21:03:00;11,33333396911620;
24/06/2019;22:00:00;8,8;24/06/2019;22:02:51;15,83333206176750;
24/06/2019;23:00:00;8,5;24/06/2019;23:02:50;18,33333206176750;
25/06/2019;0:00:00;8,2;25/06/2019;0:02:50;16,75000000000000;
25/06/2019;1:00:00;5,9;25/06/2019;1:02:50;12,91666603088370;
25/06/2019;2:00:00;4,9;25/06/2019;2:02:50;13,75000000000000;
25/06/2019;3:00:00;3,1;25/06/2019;3:02:50;9,08333396911621;
25/06/2019;4:00:00;3,1;25/06/2019;4:03:00;8,75000000000000;
25/06/2019;5:00:00;5,9;25/06/2019;5:02:50;9,16666698455810;
25/06/2019;6:00:00;8;25/06/2019;6:02:50;3,91666626930236;
25/06/2019;7:00:00;9;25/06/2019;7:03:00;2,66666650772094;
25/06/2019;8:00:00;7,8;25/06/2019;8:02:50;0,00000000000000;
25/06/2019;9:00:00;9,7;25/06/2019;9:03:00;2,58333325386047;
25/06/2019;10:00:00;8,7;25/06/2019;10:02:50;9,66666698455810;
25/06/2019;11:00:00;8,1;25/06/2019;11:02:50;8,75000000000000;
25/06/2019;12:00:00;6,9;25/06/2019;12:02:50;12,58333301544180;
25/06/2019;13:00:00;6;25/06/2019;13:02:50;7,91666650772094;
25/06/2019;14:00:00;6,1;25/06/2019;14:03:00;14,75000000000000;
25/06/2019;15:00:00;8,1;25/06/2019;15:02:50;8,00000000000000;
25/06/2019;16:00:00;8,5;25/06/2019;16:02:50;6,25000000000000;
25/06/2019;17:00:00;7,5;25/06/2019;17:02:50;7,50000047683715;
25/06/2019;18:00:00;8;25/06/2019;18:02:50;4,16666698455810;
25/06/2019;19:00:00;9,4;25/06/2019;19:02:50;6,16666650772094;
25/06/2019;20:00:00;10,6;25/06/2019;20:02:50;6,25000000000000;
25/06/2019;21:00:00;10;25/06/2019;21:02:50;11,99999904632560;
25/06/2019;22:00:00;11;25/06/2019;22:02:50;7,24999952316284;
25/06/2019;23:00:00;9,1;25/06/2019;23:02:50;10,33333396911620;
26/06/2019;0:00:00;8,3;26/06/2019;0:02:50;10,00000095367430;
26/06/2019;1:00:00;9;26/06/2019;1:02:50;12,83333301544180;
26/06/2019;2:00:00;7,9;26/06/2019;2:02:50;12,08333301544180;
26/06/2019;3:00:00;9,3;26/06/2019;3:02:50;16,66666603088370;
26/06/2019;4:00:00;12,8;26/06/2019;4:03:00;10,33333301544180;
26/06/2019;5:00:00;8,9;26/06/2019;5:02:49;10,33333301544180;
26/06/2019;6:00:00;13,4;26/06/2019;6:02:50;11,66666793823240;
26/06/2019;7:00:00;12,1;26/06/2019;7:02:50;8,25000000000000;
26/06/2019;8:00:00;11,2;26/06/2019;8:02:50;12,08333206176750;
26/06/2019;9:00:00;11,5;26/06/2019;9:02:50;15,66666507720940;
26/06/2019;10:00:00;10,4;26/06/2019;10:02:50;11,50000000000000;
26/06/2019;11:00:00;8,6;26/06/2019;11:02:50;31,75000000000000;
26/06/2019;12:00:00;7,9;26/06/2019;12:02:50;14,33333301544180;
26/06/2019;13:00:00;7,6;26/06/2019;13:02:50;10,91666603088370;
26/06/2019;14:00:00;6,8;26/06/2019;14:03:00;11,08333301544180;
26/06/2019;15:00:00;6,9;26/06/2019;15:02:50;9,83333396911621;
26/06/2019;16:00:00;6,9;26/06/2019;16:02:50;6,74999952316284;
26/06/2019;17:00:00;9,6;26/06/2019;17:02:50;5,33333301544189;
26/06/2019;18:00:00;8,1;26/06/2019;18:02:50;5,24999952316284;
26/06/2019;19:00:00;10,4;26/06/2019;19:03:00;5,91666698455810;
26/06/2019;20:00:00;10,2;26/06/2019;20:02:50;5,91666650772094;
26/06/2019;21:00:00;10,8;26/06/2019;21:02:50;6,58333396911621;
26/06/2019;22:00:00;10,4;26/06/2019;22:02:50;11,75000000000000;
26/06/2019;23:00:00;10,8;26/06/2019;23:02:50;7,66666698455810;
27/06/2019;0:00:00;10,3;27/06/2019;0:02:50;11,83333301544180;
27/06/2019;1:00:00;8,6;27/06/2019;1:02:50;8,33333301544189;
27/06/2019;2:00:00;8,1;27/06/2019;2:02:50;11,25000000000000;
27/06/2019;3:00:00;10,5;27/06/2019;3:02:50;12,24999904632560;
27/06/2019;4:00:00;13,6;27/06/2019;4:03:01;14,08333301544180;
27/06/2019;5:00:00;13,3;27/06/2019;5:02:49;6,33333349227905;
27/06/2019;6:00:00;15,3;27/06/2019;6:03:00;4,66666650772094;
27/06/2019;7:00:00;20,5;27/06/2019;7:02:50;8,41666698455810;
27/06/2019;8:00:00;14,7;27/06/2019;8:02:49;9,33333301544189;
27/06/2019;9:00:00;13,2;27/06/2019;9:02:49;22,25000000000000;
27/06/2019;10:00:00;11,6;27/06/2019;10:02:49;14,25000000000000;
27/06/2019;11:00:00;11,5;27/06/2019;11:03:00;21,91666793823240;
27/06/2019;12:00:00;11,3;27/06/2019;12:02:49;14,41666698455810;
27/06/2019;13:00:00;12,7;27/06/2019;13:02:50;8,75000000000000;
27/06/2019;14:00:00;11,7;27/06/2019;14:02:50;9,41666603088378;
27/06/2019;15:00:00;12,7;27/06/2019;15:02:50;13,75000095367430;
27/06/2019;16:00:00;14,1;27/06/2019;16:02:50;15,41666603088370;
27/06/2019;17:00:00;14,8;27/06/2019;17:02:50;14,99999904632560;
27/06/2019;18:00:00;15;27/06/2019;18:02:50;11,91666889190670;
27/06/2019;19:00:00;17,2;27/06/2019;19:02:50;10,08333396911620;
27/06/2019;20:00:00;17,3;27/06/2019;20:02:50;17,25000000000000;
27/06/2019;21:00:00;19,5;27/06/2019;21:02:50;15,66666507720940;
27/06/2019;22:00:00;15,6;27/06/2019;22:02:50;20,08333206176750;
27/06/2019;23:00:00;15,2;27/06/2019;23:02:50;22,41666793823240;
28/06/2019;0:00:00;14,6;28/06/2019;0:02:50;19,16666603088370;
28/06/2019;1:00:00;14,6;28/06/2019;1:03:01;23,16666793823240;
28/06/2019;2:00:00;17;28/06/2019;2:02:50;16,08333396911620;
28/06/2019;3:00:00;12,5;28/06/2019;3:02:50;18,25000000000000;
28/06/2019;4:00:00;14,8;28/06/2019;4:03:00;14,49999904632560;
28/06/2019;5:00:00;26,5;28/06/2019;5:02:49;12,16666603088370;
28/06/2019;6:00:00;23,6;28/06/2019;6:02:49;16,50000000000000;
28/06/2019;7:00:00;24,4;28/06/2019;7:02:49;10,16666603088370;
28/06/2019;8:00:00;24,1;28/06/2019;8:02:49;13,33333301544180;
28/06/2019;9:00:00;16,1;28/06/2019;9:02:49;42,33333587646480;
28/06/2019;10:00:00;15,5;28/06/2019;10:02:49;29,25000000000000;
28/06/2019;11:00:00;15,8;28/06/2019;11:02:49;33,66666412353510;
28/06/2019;12:00:00;11,4;28/06/2019;12:02:49;28,83333396911620;
28/06/2019;13:00:00;12;28/06/2019;13:02:49;10,83333301544180;
28/06/2019;14:00:00;14,6;28/06/2019;14:02:49;17,00000000000000;
28/06/2019;15:00:00;14,7;28/06/2019;15:02:49;10,91666698455810;
28/06/2019;16:00:00;15,2;28/06/2019;16:02:49;7,41666603088378;
28/06/2019;17:00:00;16,6;28/06/2019;17:02:49;9,74999904632568;
28/06/2019;18:00:00;16,1;28/06/2019;18:02:49;16,75000000000000;
28/06/2019;19:00:00;14,8;28/06/2019;19:02:49;14,66666698455810;
28/06/2019;20:00:00;18,7;28/06/2019;20:02:49;15,58333301544180;
28/06/2019;21:00:00;22,4;28/06/2019;21:02:49;21,66666793823240;
28/06/2019;22:00:00;19,7;28/06/2019;22:02:49;25,16666412353510;
28/06/2019;23:00:00;20,7;28/06/2019;23:02:49;16,16666793823240;
29/06/2019;0:00:00;20,9;29/06/2019;0:02:49;22,83333396911620;
29/06/2019;1:00:00;22;29/06/2019;1:02:49;27,50000000000000;
29/06/2019;2:00:00;19;29/06/2019;2:03:00;23,66666793823240;
29/06/2019;3:00:00;22,1;29/06/2019;3:02:50;25,83333206176750;
29/06/2019;4:00:00;19,6;29/06/2019;4:03:01;24,58333587646480;
29/06/2019;5:00:00;19,1;29/06/2019;5:02:49;24,50000000000000;
29/06/2019;6:00:00;22,5;29/06/2019;6:02:49;20,58333206176750;
29/06/2019;7:00:00;26,5;29/06/2019;7:02:49;29,25000000000000;
29/06/2019;8:00:00;25,5;29/06/2019;8:02:49;20,66666793823240;
29/06/2019;9:00:00;21,4;29/06/2019;9:02:49;19,41666793823240;
29/06/2019;10:00:00;18,2;29/06/2019;10:02:49;31,16666793823240;
29/06/2019;11:00:00;14,6;29/06/2019;11:02:49;30,58333396911620;
29/06/2019;12:00:00;14,8;29/06/2019;12:02:49;29,66666603088370;
29/06/2019;13:00:00;15,6;29/06/2019;13:02:49;34,25000381469720;
29/06/2019;14:00:00;14,3;29/06/2019;14:02:49;19,41666793823240;
29/06/2019;15:00:00;13,3;29/06/2019;15:02:49;13,41666793823240;
29/06/2019;16:00:00;14,6;29/06/2019;16:02:49;13,41666698455810;
29/06/2019;17:00:00;15,1;29/06/2019;17:02:49;13,08333301544180;
29/06/2019;18:00:00;17,6;29/06/2019;18:02:49;13,50000000000000;
29/06/2019;19:00:00;16;29/06/2019;19:02:49;12,50000000000000;
29/06/2019;20:00:00;17,7;29/06/2019;20:02:49;14,33333206176750;
29/06/2019;21:00:00;16,4;29/06/2019;21:02:49;15,74999904632560;
29/06/2019;22:00:00;16,5;29/06/2019;22:02:49;20,08333206176750;
29/06/2019;23:00:00;19,8;29/06/2019;23:02:49;18,74999809265130;
30/06/2019;0:00:00;18,3;30/06/2019;0:02:49;23,58333015441890;
30/06/2019;1:00:00;16,5;30/06/2019;1:02:49;20,83333206176750;
30/06/2019;2:00:00;18,1;30/06/2019;2:02:49;15,75000000000000;
30/06/2019;3:00:00;19,8;30/06/2019;3:02:49;27,08333396911620;
30/06/2019;4:00:00;17,2;30/06/2019;4:03:00;20,66666793823240;
30/06/2019;5:00:00;22,4;30/06/2019;5:02:49;18,58333587646480;
30/06/2019;6:00:00;25,7;30/06/2019;6:02:50;23,58333206176750;
30/06/2019;7:00:00;26,7;30/06/2019;7:02:50;24,16666603088370;
30/06/2019;8:00:00;23,9;30/06/2019;8:02:50;23,49999809265130;
30/06/2019;9:00:00;18,8;30/06/2019;9:02:50;32,66666793823240;
30/06/2019;10:00:00;14,8;30/06/2019;10:02:50;33,16666412353510;
30/06/2019;11:00:00;14,5;30/06/2019;11:03:00;35,49999618530270;
30/06/2019;12:00:00;13;30/06/2019;12:02:50;32,33333206176750;
30/06/2019;13:00:00;11,7;30/06/2019;13:03:00;15,25000000000000;
30/06/2019;14:00:00;10,1;30/06/2019;14:02:50;15,66666698455810;
30/06/2019;15:00:00;10,3;30/06/2019;15:02:50;15,16666698455810;
30/06/2019;16:00:00;10;30/06/2019;16:02:50;12,58333396911620;
30/06/2019;17:00:00;11,4;30/06/2019;17:02:50;9,91666698455810;
30/06/2019;18:00:00;12,1;30/06/2019;18:02:50;9,08333301544189;
30/06/2019;19:00:00;12;30/06/2019;19:02:50;8,91666698455810;
30/06/2019;20:00:00;12;30/06/2019;20:02:50;8,50000000000000;
30/06/2019;21:00:00;11,7;30/06/2019;21:02:50;12,83333396911620;
30/06/2019;22:00:00;15,7;30/06/2019;22:02:50;13,75000095367430;
30/06/2019;23:00:00;11,7;30/06/2019;23:02:50;15,08333396911620;
1/07/2019;0:00:00;11,3;1/07/2019;0:02:50;13,50000000000000;
1/07/2019;1:00:00;13,8;1/07/2019;1:02:50;9,58333396911621;
1/07/2019;2:00:00;10,1;1/07/2019;2:02:50;22,50000000000000;
1/07/2019;3:00:00;10,1;1/07/2019;3:02:50;9,66666698455810;
1/07/2019;4:00:00;11,1;1/07/2019;4:03:00;15,16666603088370;
1/07/2019;5:00:00;9;1/07/2019;5:02:50;15,91666698455810;
1/07/2019;6:00:00;8,8;1/07/2019;6:02:50;10,66666698455810;
1/07/2019;7:00:00;8,3;1/07/2019;7:02:50;12,08333396911620;
1/07/2019;8:00:00;6,8;1/07/2019;8:02:50;13,91666698455810;
1/07/2019;9:00:00;6,1;1/07/2019;9:02:50;8,16666603088378;
1/07/2019;10:00:00;5,9;1/07/2019;10:02:50;8,74999904632568;
1/07/2019;11:00:00;6,3;1/07/2019;11:03:00;7,00000047683715;
1/07/2019;12:00:00;7,2;1/07/2019;12:02:50;5,58333349227905;
1/07/2019;13:00:00;6,2;1/07/2019;13:02:50;4,66666650772094;
1/07/2019;14:00:00;6,7;1/07/2019;14:02:50;3,83333325386047;
1/07/2019;15:00:00;7,5;1/07/2019;15:02:50;6,33333301544189;
1/07/2019;16:00:00;9;1/07/2019;16:02:50;5,16666698455810;
1/07/2019;17:00:00;13;1/07/2019;17:02:50;5,58333301544189;
1/07/2019;18:00:00;11,5;1/07/2019;18:03:00;5,25000000000000;
1/07/2019;19:00:00;11,8;1/07/2019;19:02:50;3,58333325386047;
1/07/2019;20:00:00;11,8;1/07/2019;20:02:50;10,41666698455810;
1/07/2019;21:00:00;8,7;1/07/2019;21:02:50;14,91666698455810;
1/07/2019;22:00:00;8,3;1/07/2019;22:02:50;11,66666603088370;
1/07/2019;23:00:00;7,9;1/07/2019;23:02:50;15,58333396911620;
2/07/2019;0:00:00;9,6;2/07/2019;0:02:50;10,66666603088370;
2/07/2019;1:00:00;12,6;2/07/2019;1:02:50;6,74999952316284;
2/07/2019;2:00:00;10,1;2/07/2019;2:02:50;7,00000047683715;
2/07/2019;3:00:00;9,8;2/07/2019;3:02:50;7,66666603088378;
2/07/2019;4:00:00;11,8;2/07/2019;4:03:00;7,66666650772094;
2/07/2019;5:00:00;22,2;2/07/2019;5:02:50;16,75000000000000;
2/07/2019;6:00:00;14,8;2/07/2019;6:02:50;9,91666698455810;
2/07/2019;7:00:00;12,1;2/07/2019;7:02:50;14,83333396911620;
2/07/2019;8:00:00;12,8;2/07/2019;8:02:50;12,66666603088370;
2/07/2019;9:00:00;20;2/07/2019;9:02:50;34,16666793823240;
2/07/2019;10:00:00;13,4;2/07/2019;10:03:00;7,25000000000000;
2/07/2019;11:00:00;15,1;2/07/2019;11:02:51;15,33333301544180;
2/07/2019;12:00:00;8,2;2/07/2019;12:02:50;19,16666603088370;
2/07/2019;13:00:00;7,7;2/07/2019;13:02:50;20,91666603088370;
2/07/2019;14:00:00;7,8;2/07/2019;14:02:50;16,00000000000000;
2/07/2019;15:00:00;8,8;2/07/2019;15:02:50;11,25000095367430;
2/07/2019;16:00:00;15;2/07/2019;16:02:50;6,41666698455810;
2/07/2019;17:00:00;16,4;2/07/2019;17:02:50;5,24999952316284;
2/07/2019;18:00:00;15,9;2/07/2019;18:02:50;7,83333349227905;
2/07/2019;19:00:00;19,8;2/07/2019;19:02:50;8,33333396911621;
2/07/2019;20:00:00;17;2/07/2019;20:02:50;24,75000190734860;
2/07/2019;21:00:00;17,7;2/07/2019;21:02:50;22,50000000000000;
2/07/2019;22:00:00;12,8;2/07/2019;22:02:50;24,33333206176750;
2/07/2019;23:00:00;16,2;2/07/2019;23:02:50;26,74999809265130;
3/07/2019;0:00:00;11,3;3/07/2019;0:02:50;26,16666603088370;
3/07/2019;1:00:00;17,1;3/07/2019;1:02:50;26,66666603088370;
3/07/2019;2:00:00;14,3;3/07/2019;2:02:50;16,66666603088370;
3/07/2019;3:00:00;14,7;3/07/2019;3:02:50;18,91666603088370;
3/07/2019;4:00:00;14,8;3/07/2019;4:03:01;10,24999904632560;
3/07/2019;5:00:00;16,1;3/07/2019;5:02:49;27,16666603088370;
3/07/2019;6:00:00;16,3;3/07/2019;6:02:49;12,49999904632560;
3/07/2019;7:00:00;9,7;3/07/2019;7:02:49;19,50000000000000;
3/07/2019;8:00:00;11,6;3/07/2019;8:02:49;18,58333396911620;
3/07/2019;9:00:00;12;3/07/2019;9:02:49;26,91666793823240;
3/07/2019;10:00:00;12,8;3/07/2019;10:02:49;7,66666603088378;
3/07/2019;11:00:00;12;3/07/2019;11:02:49;10,08333206176750;
3/07/2019;12:00:00;8,8;3/07/2019;12:02:49;13,00000000000000;
3/07/2019;13:00:00;9,2;3/07/2019;13:02:49;11,91666793823240;
3/07/2019;14:00:00;9,4;3/07/2019;14:02:49;19,33333396911620;
3/07/2019;15:00:00;11,3;3/07/2019;15:02:49;7,25000047683715;
3/07/2019;16:00:00;10,6;3/07/2019;16:02:49;5,75000000000000;
3/07/2019;17:00:00;10,2;3/07/2019;17:02:49;6,50000000000000;
3/07/2019;18:00:00;10,2;3/07/2019;18:02:49;5,74999952316284;
3/07/2019;19:00:00;10,6;3/07/2019;19:02:49;21,66666793823240;
