Fecha;Hora;Valor
16/04/2019;22:02:50;22
16/04/2019;23:02:49;25,75
17/04/2019;0:02:50;24,66666794
17/04/2019;1:02:50;24,25000191
17/04/2019;2:02:50;21,83333397
17/04/2019;3:02:50;20,49999809
17/04/2019;4:04:42;22
17/04/2019;5:02:49;23,83333206
17/04/2019;6:02:50;21,16666603
17/04/2019;7:02:50;20,58333397
17/04/2019;8:02:50;28,16666794
17/04/2019;9:02:50;15,66666698
17/04/2019;10:02:50;22,25000191
17/04/2019;11:03:01;18,33333397
17/04/2019;12:02:49;19,58333206
17/04/2019;13:02:50;19,66666794
17/04/2019;14:02:49;21,33333397
17/04/2019;15:03:01;24,58333397
17/04/2019;16:02:49;30,83333206
17/04/2019;17:02:50;30,66666412
17/04/2019;18:02:50;32,75
17/04/2019;19:02:50;32,08333588
17/04/2019;20:02:50;31,00000191
17/04/2019;21:02:50;29,83333397
17/04/2019;22:03:01;30,49999809
17/04/2019;23:02:49;31,08333397
18/04/2019;0:02:50;31,91666603
18/04/2019;1:02:50;33,33333588
18/04/2019;2:02:50;33,91666412
18/04/2019;3:02:50;24,33333397
18/04/2019;4:04:40;29,91666412
18/04/2019;5:02:49;36
18/04/2019;6:02:50;33,75
18/04/2019;7:02:50;32,08333588
18/04/2019;8:02:49;20,33333397
18/04/2019;9:02:49;20,25
18/04/2019;10:02:50;17,08333206
18/04/2019;11:02:50;19,25
18/04/2019;12:02:50;23,83333015
18/04/2019;13:02:50;23,66666603
18/04/2019;14:02:50;17,91666603
18/04/2019;15:02:50;22
18/04/2019;16:02:50;22,58333206
18/04/2019;17:02:50;26,16666603
18/04/2019;18:02:49;24,83333206
18/04/2019;19:02:50;26,33333206
18/04/2019;20:02:50;26,00000191
18/04/2019;21:02:50;27
18/04/2019;22:03:00;5
18/04/2019;23:02:49;1
19/04/2019;0:02:50;2,833333492
19/04/2019;1:02:50;1,583333254
19/04/2019;2:02:50;2,999999762
19/04/2019;3:02:49;6,583333015
19/04/2019;4:03:10;6,083333492
19/04/2019;5:02:50;6,333333015
19/04/2019;6:02:50;7,166666031
19/04/2019;7:02:50;4
19/04/2019;8:02:50;7,250000954
19/04/2019;9:02:50;6,083332539
19/04/2019;10:02:50;5,416666508
19/04/2019;11:02:50;7,500000477
19/04/2019;12:02:50;7,583333015
19/04/2019;13:02:50;7,166666508
19/04/2019;14:02:50;9,75
19/04/2019;15:03:00;9,416666985
19/04/2019;16:02:50;10,25
19/04/2019;17:02:50;7,833333492
19/04/2019;18:02:50;10,58333206
19/04/2019;19:02:50;11,33333302
19/04/2019;20:02:50;12
19/04/2019;21:02:50;10,74999905
19/04/2019;22:02:50;11,16666698
19/04/2019;23:02:50;12,99999905
20/04/2019;0:02:50;14,83333302
20/04/2019;1:02:50;4,750000477
20/04/2019;2:02:50;0,666666687
20/04/2019;3:02:50;0,416666687
20/04/2019;4:04:40;2,083333254
20/04/2019;5:02:49;3,916666746
20/04/2019;6:02:50;3,249999762
20/04/2019;7:02:50;1,583333373
20/04/2019;8:02:50;2,166666508
20/04/2019;9:03:00;2,583333254
20/04/2019;10:02:50;2,083333254
20/04/2019;11:02:50;3,416666746
20/04/2019;12:02:50;3,166666746
20/04/2019;13:03:00;3,166666508
20/04/2019;14:02:49;4,333333969
20/04/2019;15:02:50;5,333333015
20/04/2019;16:03:00;6,583333015
20/04/2019;17:02:49;7,166666985
20/04/2019;18:02:50;8,5
20/04/2019;19:02:50;9
20/04/2019;20:03:00;10,25
20/04/2019;21:02:49;8,166666985
20/04/2019;22:02:50;9,333333015
20/04/2019;23:03:00;10,91666603
21/04/2019;0:02:50;12,08333206
21/04/2019;1:02:50;13,08333302
21/04/2019;2:02:50;5,416666508
21/04/2019;3:03:00;4
21/04/2019;4:03:11;2,750000238
21/04/2019;5:02:50;3,833333492
21/04/2019;6:03:00;4,333333015
21/04/2019;7:02:50;4,5
21/04/2019;8:02:50;8,666666985
21/04/2019;9:02:50;5,583333015
21/04/2019;10:02:50;5,666666508
21/04/2019;11:02:50;5,166666508
21/04/2019;12:02:50;5,833333015
21/04/2019;13:02:50;7,916666985
21/04/2019;14:02:50;12,83333397
21/04/2019;15:02:50;8,5
21/04/2019;16:02:50;4,333333492
21/04/2019;17:02:50;3,666666508
21/04/2019;18:02:50;3,083333492
21/04/2019;19:02:50;3,666666508
21/04/2019;20:02:50;3,833333492
21/04/2019;21:02:50;4,75
21/04/2019;22:02:50;4,583333492
21/04/2019;23:02:50;3,833333254
22/04/2019;0:03:00;2,75
22/04/2019;1:02:50;2,333333254
22/04/2019;2:02:50;2,333333254
22/04/2019;3:02:50;3,333333254
22/04/2019;4:04:41;1,083333373
22/04/2019;5:03:01;0,99999994
22/04/2019;6:03:02;5,25
22/04/2019;7:03:02;6,500000477
22/04/2019;8:03:02;4,416666508
22/04/2019;9:03:03;7,666666985
22/04/2019;10:03:01;1,666666508
22/04/2019;11:03:03;0,416666687
22/04/2019;12:03:10;0,333333343
22/04/2019;13:02:55;3,25
22/04/2019;14:03:10;8,25
22/04/2019;15:02:50;6,083333015
22/04/2019;16:02:50;7,916665554
22/04/2019;17:02:50;45,16666794
22/04/2019;18:02:50;43,16666794
22/04/2019;19:02:50;9,083333015
22/04/2019;20:02:50;5,083333492
22/04/2019;21:02:50;2,833333254
22/04/2019;22:02:50;2,166666746
